wavelength,ULTRABLUE,BLUE,GREEN,RED,NIR,CIRRUS,SWIR1,SWIR2
2.049,0.00E+00,0,0,0,0,0,0,0.00087
2.05,0.00E+00,0,0,0,0,0,0,0.00101
2.051,0.00E+00,0,0,0,0,0,0,0.00115
2.052,0.00E+00,0,0,0,0,0,0,0.00127
2.053,0.00E+00,0,0,0,0,0,0,0.00145
2.054,0.00E+00,0,0,0,0,0,0,0.00163
2.055,0.00E+00,0,0,0,0,0,0,0.00184
2.056,0.00E+00,0,0,0,0,0,0,0.00207
2.057,0.00E+00,0,0,0,0,0,0,0.0023
2.058,0.00E+00,0,0,0,0,0,0,0.00255
2.059,0.00E+00,0,0,0,0,0,0,0.00284
2.06,0.00E+00,0,0,0,0,0,0,0.00315
2.061,0.00E+00,0,0,0,0,0,0,0.00352
2.062,0.00E+00,0,0,0,0,0,0,0.00392
2.063,0.00E+00,0,0,0,0,0,0,0.00435
2.064,0.00E+00,0,0,0,0,0,0,0.00485
2.065,0.00E+00,0,0,0,0,0,0,0.00541
2.066,0.00E+00,0,0,0,0,0,0,0.006
2.067,0.00E+00,0,0,0,0,0,0,0.0067
2.068,0.00E+00,0,0,0,0,0,0,0.00752
2.069,0.00E+00,0,0,0,0,0,0,0.0084
2.07,0.00E+00,0,0,0,0,0,0,0.00932
2.071,0.00E+00,0,0,0,0,0,0,0.01036
2.072,0.00E+00,0,0,0,0,0,0,0.01157
2.073,0.00E+00,0,0,0,0,0,0,0.01287
2.074,0.00E+00,0,0,0,0,0,0,0.01422
2.075,0.00E+00,0,0,0,0,0,0,0.01584
2.076,0.00E+00,0,0,0,0,0,0,0.0178
2.077,0.00E+00,0,0,0,0,0,0,0.01984
2.078,0.00E+00,0,0,0,0,0,0,0.02195
2.079,0.00E+00,0,0,0,0,0,0,0.02437
2.08,0.00E+00,0,0,0,0,0,0,0.02725
2.081,0.00E+00,0,0,0,0,0,0,0.03029
2.082,0.00E+00,0,0,0,0,0,0,0.03355
2.083,0.00E+00,0,0,0,0,0,0,0.03754
2.084,0.00E+00,0,0,0,0,0,0,0.04256
2.085,0.00E+00,0,0,0,0,0,0,0.0479
2.086,0.00E+00,0,0,0,0,0,0,0.0534
2.087,0.00E+00,0,0,0,0,0,0,0.0595
2.088,0.00E+00,0,0,0,0,0,0,0.06649
2.089,0.00E+00,0,0,0,0,0,0,0.07445
2.09,0.00E+00,0,0,0,0,0,0,0.08366
2.091,0.00E+00,0,0,0,0,0,0,0.09419
2.092,0.00E+00,0,0,0,0,0,0,0.10613
2.093,0.00E+00,0,0,0,0,0,0,0.11979
2.094,0.00E+00,0,0,0,0,0,0,0.13566
2.095,0.00E+00,0,0,0,0,0,0,0.15249
2.096,0.00E+00,0,0,0,0,0,0,0.17001
2.097,0.00E+00,0,0,0,0,0,0,0.19009
2.098,0.00E+00,0,0,0,0,0,0,0.21379
2.099,0.00E+00,0,0,0,0,0,0,0.23915
2.1,0.00E+00,0,0,0,0,0,0,0.26597
2.101,0.00E+00,0,0,0,0,0,0,0.29462
2.102,0.00E+00,0,0,0,0,0,0,0.32538
2.103,0.00E+00,0,0,0,0,0,0,0.35805
2.104,0.00E+00,0,0,0,0,0,0,0.39305
2.105,0.00E+00,0,0,0,0,0,0,0.42965
2.106,0.00E+00,0,0,0,0,0,0,0.46772
2.107,0.00E+00,0,0,0,0,0,0,0.50395
2.108,0.00E+00,0,0,0,0,0,0,0.53698
2.109,0.00E+00,0,0,0,0,0,0,0.57205
2.11,0.00E+00,0,0,0,0,0,0,0.61136
2.111,0.00E+00,0,0,0,0,0,0,0.64681
2.112,0.00E+00,0,0,0,0,0,0,0.67503
2.113,0.00E+00,0,0,0,0,0,0,0.70435
2.114,0.00E+00,0,0,0,0,0,0,0.7377
2.115,0.00E+00,0,0,0,0,0,0,0.7655
2.116,0.00E+00,0,0,0,0,0,0,0.78375
2.117,0.00E+00,0,0,0,0,0,0,0.80215
2.118,0.00E+00,0,0,0,0,0,0,0.82374
2.119,0.00E+00,0,0,0,0,0,0,0.84065
2.12,0.00E+00,0,0,0,0,0,0,0.84966
2.121,0.00E+00,0,0,0,0,0,0,0.86007
2.122,0.00E+00,0,0,0,0,0,0,0.87494
2.123,0.00E+00,0,0,0,0,0,0,0.88488
2.124,0.00E+00,0,0,0,0,0,0,0.88629
2.125,0.00E+00,0,0,0,0,0,0,0.89022
2.126,0.00E+00,0,0,0,0,0,0,0.90032
2.127,0.00E+00,0,0,0,0,0,0,0.90797
2.128,0.00E+00,0,0,0,0,0,0,0.91035
2.129,0.00E+00,0,0,0,0,0,0,0.91419
2.13,0.00E+00,0,0,0,0,0,0,0.92165
2.131,0.00E+00,0,0,0,0,0,0,0.92773
2.132,0.00E+00,0,0,0,0,0,0,0.93084
2.133,0.00E+00,0,0,0,0,0,0,0.93417
2.134,0.00E+00,0,0,0,0,0,0,0.93872
2.135,0.00E+00,0,0,0,0,0,0,0.94193
2.136,0.00E+00,0,0,0,0,0,0,0.94274
2.137,0.00E+00,0,0,0,0,0,0,0.94303
2.138,0.00E+00,0,0,0,0,0,0,0.94315
2.139,0.00E+00,0,0,0,0,0,0,0.9441
2.14,0.00E+00,0,0,0,0,0,0,0.94624
2.141,0.00E+00,0,0,0,0,0,0,0.9481
2.142,0.00E+00,0,0,0,0,0,0,0.94919
2.143,0.00E+00,0,0,0,0,0,0,0.94969
2.144,0.00E+00,0,0,0,0,0,0,0.94952
2.145,0.00E+00,0,0,0,0,0,0,0.95081
2.146,0.00E+00,0,0,0,0,0,0,0.9544
2.147,0.00E+00,0,0,0,0,0,0,0.95503
2.148,0.00E+00,0,0,0,0,0,0,0.95055
2.149,0.00E+00,0,0,0,0,0,0,0.94818
2.15,0.00E+00,0,0,0,0,0,0,0.95075
2.151,0.00E+00,0,0,0,0,0,0,0.95192
2.152,0.00E+00,0,0,0,0,0,0,0.94935
2.153,0.00E+00,0,0,0,0,0,0,0.94727
2.154,0.00E+00,0,0,0,0,0,0,0.94704
2.155,0.00E+00,0,0,0,0,0,0,0.94921
2.156,0.00E+00,0,0,0,0,0,0,0.95447
2.157,0.00E+00,0,0,0,0,0,0,0.95574
2.158,0.00E+00,0,0,0,0,0,0,0.95022
2.159,0.00E+00,0,0,0,0,0,0,0.94702
2.16,0.00E+00,0,0,0,0,0,0,0.94928
2.161,0.00E+00,0,0,0,0,0,0,0.95135
2.162,0.00E+00,0,0,0,0,0,0,0.95158
2.163,0.00E+00,0,0,0,0,0,0,0.95022
2.164,0.00E+00,0,0,0,0,0,0,0.94698
2.165,0.00E+00,0,0,0,0,0,0,0.94386
2.166,0.00E+00,0,0,0,0,0,0,0.94153
2.167,0.00E+00,0,0,0,0,0,0,0.9417
2.168,0.00E+00,0,0,0,0,0,0,0.94545
2.169,0.00E+00,0,0,0,0,0,0,0.94661
2.17,0.00E+00,0,0,0,0,0,0,0.94286
2.171,0.00E+00,0,0,0,0,0,0,0.93955
2.172,0.00E+00,0,0,0,0,0,0,0.93843
2.173,0.00E+00,0,0,0,0,0,0,0.93977
2.174,0.00E+00,0,0,0,0,0,0,0.94419
2.175,0.00E+00,0,0,0,0,0,0,0.9468
2.176,0.00E+00,0,0,0,0,0,0,0.94561
2.177,0.00E+00,0,0,0,0,0,0,0.9458
2.178,0.00E+00,0,0,0,0,0,0,0.94932
2.179,0.00E+00,0,0,0,0,0,0,0.95059
2.18,0.00E+00,0,0,0,0,0,0,0.9475
2.181,0.00E+00,0,0,0,0,0,0,0.9429
2.182,0.00E+00,0,0,0,0,0,0,0.93733
2.183,0.00E+00,0,0,0,0,0,0,0.93475
2.184,0.00E+00,0,0,0,0,0,0,0.937
2.185,0.00E+00,0,0,0,0,0,0,0.93901
2.186,0.00E+00,0,0,0,0,0,0,0.93912
2.187,0.00E+00,0,0,0,0,0,0,0.93703
2.188,0.00E+00,0,0,0,0,0,0,0.9322
2.189,0.00E+00,0,0,0,0,0,0,0.92822
2.19,0.00E+00,0,0,0,0,0,0,0.92645
2.191,0.00E+00,0,0,0,0,0,0,0.92786
2.192,0.00E+00,0,0,0,0,0,0,0.93338
2.193,0.00E+00,0,0,0,0,0,0,0.93555
2.194,0.00E+00,0,0,0,0,0,0,0.93124
2.195,0.00E+00,0,0,0,0,0,0,0.92935
2.196,0.00E+00,0,0,0,0,0,0,0.93345
2.197,0.00E+00,0,0,0,0,0,0,0.93616
2.198,0.00E+00,0,0,0,0,0,0,0.93476
2.199,0.00E+00,0,0,0,0,0,0,0.93424
2.2,0.00E+00,0,0,0,0,0,0,0.93624
2.201,0.00E+00,0,0,0,0,0,0,0.94148
2.202,0.00E+00,0,0,0,0,0,0,0.95088
2.203,0.00E+00,0,0,0,0,0,0,0.95616
2.204,0.00E+00,0,0,0,0,0,0,0.95402
2.205,0.00E+00,0,0,0,0,0,0,0.9541
2.206,0.00E+00,0,0,0,0,0,0,0.95958
2.207,0.00E+00,0,0,0,0,0,0,0.96372
2.208,0.00E+00,0,0,0,0,0,0,0.9644
2.209,0.00E+00,0,0,0,0,0,0,0.96399
2.21,0.00E+00,0,0,0,0,0,0,0.96304
2.211,0.00E+00,0,0,0,0,0,0,0.96265
2.212,0.00E+00,0,0,0,0,0,0,0.96326
2.213,0.00E+00,0,0,0,0,0,0,0.96314
2.214,0.00E+00,0,0,0,0,0,0,0.9617
2.215,0.00E+00,0,0,0,0,0,0,0.96005
2.216,0.00E+00,0,0,0,0,0,0,0.9586
2.217,0.00E+00,0,0,0,0,0,0,0.9578
2.218,0.00E+00,0,0,0,0,0,0,0.9579
2.219,0.00E+00,0,0,0,0,0,0,0.9559
2.22,0.00E+00,0,0,0,0,0,0,0.95053
2.221,0.00E+00,0,0,0,0,0,0,0.94921
2.222,0.00E+00,0,0,0,0,0,0,0.95491
2.223,0.00E+00,0,0,0,0,0,0,0.95945
2.224,0.00E+00,0,0,0,0,0,0,0.96027
2.225,0.00E+00,0,0,0,0,0,0,0.95784
2.226,0.00E+00,0,0,0,0,0,0,0.95159
2.227,0.00E+00,0,0,0,0,0,0,0.94961
2.228,0.00E+00,0,0,0,0,0,0,0.95516
2.229,0.00E+00,0,0,0,0,0,0,0.95975
2.23,0.00E+00,0,0,0,0,0,0,0.96065
2.231,0.00E+00,0,0,0,0,0,0,0.95855
2.232,0.00E+00,0,0,0,0,0,0,0.95285
2.233,0.00E+00,0,0,0,0,0,0,0.95107
2.234,0.00E+00,0,0,0,0,0,0,0.95627
2.235,0.00E+00,0,0,0,0,0,0,0.96167
2.236,0.00E+00,0,0,0,0,0,0,0.96512
2.237,0.00E+00,0,0,0,0,0,0,0.96568
2.238,0.00E+00,0,0,0,0,0,0,0.96245
2.239,0.00E+00,0,0,0,0,0,0,0.96256
2.24,0.00E+00,0,0,0,0,0,0,0.96905
2.241,0.00E+00,0,0,0,0,0,0,0.97531
2.242,0.00E+00,0,0,0,0,0,0,0.97911
2.243,0.00E+00,0,0,0,0,0,0,0.98174
2.244,0.00E+00,0,0,0,0,0,0,0.98339
2.245,0.00E+00,0,0,0,0,0,0,0.9844
2.246,0.00E+00,0,0,0,0,0,0,0.98485
2.247,0.00E+00,0,0,0,0,0,0,0.98795
2.248,0.00E+00,0,0,0,0,0,0,0.99514
2.249,0.00E+00,0,0,0,0,0,0,0.9987
2.25,0.00E+00,0,0,0,0,0,0,0.99565
2.251,0.00E+00,0,0,0,0,0,0,0.99284
2.252,0.00E+00,0,0,0,0,0,0,0.99257
2.253,0.00E+00,0,0,0,0,0,0,0.99413
2.254,0.00E+00,0,0,0,0,0,0,0.99774
2.255,0.00E+00,0,0,0,0,0,0,0.99968
2.256,0.00E+00,0,0,0,0,0,0,0.9984
2.257,0.00E+00,0,0,0,0,0,0,0.99595
2.258,0.00E+00,0,0,0,0,0,0,0.9929
2.259,0.00E+00,0,0,0,0,0,0,0.98961
2.26,0.00E+00,0,0,0,0,0,0,0.98621
2.261,0.00E+00,0,0,0,0,0,0,0.98511
2.262,0.00E+00,0,0,0,0,0,0,0.98743
2.263,0.00E+00,0,0,0,0,0,0,0.98707
2.264,0.00E+00,0,0,0,0,0,0,0.9816
2.265,0.00E+00,0,0,0,0,0,0,0.97665
2.266,0.00E+00,0,0,0,0,0,0,0.97402
2.267,0.00E+00,0,0,0,0,0,0,0.97341
2.268,0.00E+00,0,0,0,0,0,0,0.97524
2.269,0.00E+00,0,0,0,0,0,0,0.97638
2.27,0.00E+00,0,0,0,0,0,0,0.97575
2.271,0.00E+00,0,0,0,0,0,0,0.97484
2.272,0.00E+00,0,0,0,0,0,0,0.97407
2.273,0.00E+00,0,0,0,0,0,0,0.97089
2.274,0.00E+00,0,0,0,0,0,0,0.96408
2.275,0.00E+00,0,0,0,0,0,0,0.95855
2.276,0.00E+00,0,0,0,0,0,0,0.95611
2.277,0.00E+00,0,0,0,0,0,0,0.9551
2.278,0.00E+00,0,0,0,0,0,0,0.9553
2.279,0.00E+00,0,0,0,0,0,0,0.95181
2.28,0.00E+00,0,0,0,0,0,0,0.94245
2.281,0.00E+00,0,0,0,0,0,0,0.93024
2.282,0.00E+00,0,0,0,0,0,0,0.91552
2.283,0.00E+00,0,0,0,0,0,0,0.90164
2.284,0.00E+00,0,0,0,0,0,0,0.88983
2.285,0.00E+00,0,0,0,0,0,0,0.87094
2.286,0.00E+00,0,0,0,0,0,0,0.84126
2.287,0.00E+00,0,0,0,0,0,0,0.80635
2.288,0.00E+00,0,0,0,0,0,0,0.7665
2.289,0.00E+00,0,0,0,0,0,0,0.72355
2.29,0.00E+00,0,0,0,0,0,0,0.67744
2.291,0.00E+00,0,0,0,0,0,0,0.62957
2.292,0.00E+00,0,0,0,0,0,0,0.58008
2.293,0.00E+00,0,0,0,0,0,0,0.53019
2.294,0.00E+00,0,0,0,0,0,0,0.4802
2.295,0.00E+00,0,0,0,0,0,0,0.43078
2.296,0.00E+00,0,0,0,0,0,0,0.38221
2.297,0.00E+00,0,0,0,0,0,0,0.33764
2.298,0.00E+00,0,0,0,0,0,0,0.29886
2.299,0.00E+00,0,0,0,0,0,0,0.26314
2.3,0.00E+00,0,0,0,0,0,0,0.23005
2.301,0.00E+00,0,0,0,0,0,0,0.2005
2.302,0.00E+00,0,0,0,0,0,0,0.17518
2.303,0.00E+00,0,0,0,0,0,0,0.15261
2.304,0.00E+00,0,0,0,0,0,0,0.1327
2.305,0.00E+00,0,0,0,0,0,0,0.11505
2.306,0.00E+00,0,0,0,0,0,0,0.1
2.307,0.00E+00,0,0,0,0,0,0,0.08673
2.308,0.00E+00,0,0,0,0,0,0,0.07535
2.309,0.00E+00,0,0,0,0,0,0,0.06542
2.31,0.00E+00,0,0,0,0,0,0,0.0571
2.311,0.00E+00,0,0,0,0,0,0,0.04984
2.312,0.00E+00,0,0,0,0,0,0,0.04367
2.313,0.00E+00,0,0,0,0,0,0,0.03826
2.314,0.00E+00,0,0,0,0,0,0,0.03364
2.315,0.00E+00,0,0,0,0,0,0,0.02955
2.316,0.00E+00,0,0,0,0,0,0,0.02595
2.317,0.00E+00,0,0,0,0,0,0,0.02277
2.318,0.00E+00,0,0,0,0,0,0,0.0201
2.319,0.00E+00,0,0,0,0,0,0,0.01774
2.32,0.00E+00,0,0,0,0,0,0,0.01568
2.321,0.00E+00,0,0,0,0,0,0,0.01382
2.322,0.00E+00,0,0,0,0,0,0,0.01225
2.323,0.00E+00,0,0,0,0,0,0,0.01085
2.324,0.00E+00,0,0,0,0,0,0,0.00962
2.325,0.00E+00,0,0,0,0,0,0,0.00855
2.326,0.00E+00,0,0,0,0,0,0,0.00758
2.327,0.00E+00,0,0,0,0,0,0,0.00675
2.328,0.00E+00,0,0,0,0,0,0,0.00603
2.329,0.00E+00,0,0,0,0,0,0,0.00536
2.33,0.00E+00,0,0,0,0,0,0,0.00475
2.331,0.00E+00,0,0,0,0,0,0,0.0042
2.332,0.00E+00,0,0,0,0,0,0,0.0037
2.333,0.00E+00,0,0,0,0,0,0,0.00324
2.334,0.00E+00,0,0,0,0,0,0,0.00286
2.335,0.00E+00,0,0,0,0,0,0,0.00252
2.336,0.00E+00,0,0,0,0,0,0,0.00221
2.337,0.00E+00,0,0,0,0,0,0,0.00192
2.338,0.00E+00,0,0,0,0,0,0,0.00169
2.339,0.00E+00,0,0,0,0,0,0,0.00146
2.34,0.00E+00,0,0,0,0,0,0,0.00125
2.341,0.00E+00,0,0,0,0,0,0,0.00106
2.342,0.00E+00,0,0,0,0,0,0,0.0009
2.343,0.00E+00,0,0,0,0,0,0,0.00075
2.344,0.00E+00,0,0,0,0,0,0,0.00063
2.345,0.00E+00,0,0,0,0,0,0,0.00051
2.346,0.00E+00,0,0,0,0,0,0,0.00038
2.347,0.00E+00,0,0,0,0,0,0,0.00027
2.348,0.00E+00,0,0,0,0,0,0,0.00017
2.349,0.00E+00,0,0,0,0,0,0,0.00008
2.35,0.00E+00,0,0,0,0,0,0,0
2.351,0.00E+00,0,0,0,0,0,0,0
2.352,0,0,0,0,0,0,0,0
2.353,0.00E+00,0,0,0,0,0,0,0
2.354,0.00E+00,0,0,0,0,0,0,0
2.355,0.00E+00,0,0,0,0,0,0,0
2.356,0.00E+00,0,0,0,0,0,0,0
2.357,0.00E+00,0,0,0,0,0,0,0
2.358,0.00E+00,0,0,0,0,0,0,0
2.359,0.00E+00,0,0,0,0,0,0,0
2.36,0.00E+00,0,0,0,0,0,0,0
2.361,0.00E+00,0,0,0,0,0,0,0
2.362,0.00E+00,0,0,0,0,0,0,0
2.363,0.00E+00,0,0,0,0,0,0,0
2.364,0.00E+00,0,0,0,0,0,0,0
2.365,0.00E+00,0,0,0,0,0,0,0
2.366,0.00E+00,0,0,0,0,0,0,0
2.367,0.00E+00,0,0,0,0,0,0,0
2.368,0.00E+00,0,0,0,0,0,0,0
2.369,0.00E+00,0,0,0,0,0,0,0
2.37,0.00E+00,0,0,0,0,0,0,0
2.371,0.00E+00,0,0,0,0,0,0,0
2.372,0.00E+00,0,0,0,0,0,0,0
2.373,0.00E+00,0,0,0,0,0,0,0
2.374,0.00E+00,0,0,0,0,0,0,0
2.375,0.00E+00,0,0,0,0,0,0,0
2.376,0.00E+00,0,0,0,0,0,0,0
2.377,0.00E+00,0,0,0,0,0,0,0
2.378,0,0,0,0,0,0,0,0
2.379,0.00E+00,0,0,0,0,0,0,0
2.38,0.00E+00,0,0,0,0,0,0,0
2.381,0.00E+00,0,0,0,0,0,0,0
2.382,0.00E+00,0,0,0,0,0,0,0
2.383,0.00E+00,0,0,0,0,0,0,0
2.384,0,0,0,0,0,0,0,0
2.385,0.00E+00,0,0,0,0,0,0,0
2.386,0,0,0,0,0,0,0,0
2.387,0.00E+00,0,0,0,0,0,0,0
2.388,0,0,0,0,0,0,0,0
2.389,0.00E+00,0,0,0,0,0,0,0
2.39,0.00E+00,0,0,0,0,0,0,0
2.391,0.00E+00,0,0,0,0,0,0,0
2.392,0,0,0,0,0,0,0,0
2.393,0.00E+00,0,0,0,0,0,0,0
2.394,0.00E+00,0,0,0,0,0,0,0
2.395,0.00E+00,0,0,0,0,0,0,0
2.396,0.00E+00,0,0,0,0,0,0,0
2.397,0,0,0,0,0,0,0,0
2.398,0.00E+00,0,0,0,0,0,0,0
2.399,0.00E+00,0,0,0,0,0,0,0
2.4,0.00E+00,0,0,0,0,0,0,0
